YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,RH2M,PRECTOTCORR,WS10M_MAX,WS10M_MIN,WD10M
2018,6,11,29.94,24.16,26.62,91.06,0.01,1.93,0.98,160
2018,6,12,29.82,24.34,26.66,90.12,0.13,1.69,0.97,157.06
2018,6,13,29.76,24.41,26.83,88.5,1.3,1.42,0.83,163.62
2018,6,14,29.7,24.3,26.56,89.31,20.37,1.61,1,179.06
2018,6,15,28.05,24.29,25.74,93.06,16.32,1.79,1.04,190.44
2018,6,16,29.96,24.31,26.68,87.12,8.26,1.63,0.88,191.62
2018,6,17,34.06,24.8,27.99,81.62,19.79,1.27,0.8,209.25
2018,6,18,31.54,24.76,26.96,85.88,10.18,1.73,0.69,199.12
2018,6,19,30.05,23.46,26.19,87.38,3.61,1.62,1.08,197.94
2018,6,20,29.26,24.22,26.15,90,15.58,1.48,0.82,186.25
2018,6,21,30.26,24.1,26.6,87.88,7.97,1.32,0.88,151.69
2018,6,22,33.76,24.62,27.82,84.25,24.7,1.33,0.32,153.69
2018,6,23,30.9,24.29,26.65,90,45.6,1.49,0.77,206.69
2018,6,24,29.74,23.19,26.5,84.5,15.46,1.44,0.29,242.12
2018,6,25,28.67,24.05,25.78,89.69,6.29,1.4,0.3,233.44
2018,6,26,33.47,22.86,27.12,80.12,5.86,1.29,0.16,203.88
2018,6,27,30,23.71,26.08,85.38,4.5,1.27,0.69,178.31
2018,6,28,31.29,23.27,26.62,83.38,3.27,1.52,0.82,185.94
2018,6,29,30.88,23.19,25.84,87.56,8.75,1.49,0.85,186.31
2018,6,30,28.25,22.86,25.21,89.81,3.69,1.79,1.06,168.44
2018,7,1,27.46,23.31,25.13,93.19,14.03,1.68,0.94,177.5
2018,7,2,29.62,23.26,25.81,86.75,4.77,1.41,1.02,207.69
2018,7,3,28.09,23.55,25.33,92.56,6.08,1.79,1,169.56
2018,7,4,29.55,23.68,26.02,88.31,0.19,1.61,1.02,170.75
2018,7,5,30.15,23.21,26.21,86.81,0.45,2.12,1.17,178.12
2018,7,6,28.69,23.45,25.55,89.31,3.9,2.13,1.04,186.88
2018,7,7,30.27,23.33,26.33,86.56,2.44,1.59,0.75,164.12
2018,7,8,29.41,23.51,26.09,89.06,3.13,1.88,0.95,162.69
2018,7,9,28.01,23.78,25.51,92.56,4.71,2.09,0.91,171.12
2018,7,10,28.16,23.62,25.43,90,2.21,1.86,0.92,227.75
2018,7,11,28.93,23.26,25.78,86.19,0,1.52,0.98,226.31
2018,7,12,30.14,23.33,26.19,85.19,1.06,1.64,0.66,194.56
2018,7,13,29.44,23.55,26.09,90.69,2.06,1.89,1.01,190.94
2018,7,14,29.87,24.22,26.4,87.44,1.88,2.31,1.1,213.56
2018,7,15,29.35,23.82,25.95,88.19,0.69,2.15,1.04,207.12
2018,7,16,29.61,23.65,26.13,87.75,0,2,1.01,174.75
2018,7,17,30.11,23.4,26.32,89.06,0.05,2.27,0.98,174.12
2018,7,18,29.2,24.44,26.2,89.56,1.72,1.87,1.06,199
2018,7,19,29.86,24.4,26.52,91.06,7.08,2.09,1.03,171.44
2018,7,20,29.78,24.57,26.51,87.62,5.67,2.41,1.11,210
2018,7,21,32.08,24.56,27.5,82,0.15,1.48,0.16,194.25
2018,7,22,29.48,23.93,26.16,86.56,0.5,2.04,1.07,189
2018,7,23,29.6,23.27,25.98,89.5,1.68,1.67,1,163.12
2018,7,24,30.35,23.95,26.52,89.19,4.59,1.7,0.99,160.12
2018,7,25,29.32,24.16,26.31,89.12,4.9,1.64,0.86,197.31
2018,7,26,30.88,23.91,26.7,85.19,0.19,1.63,1.09,185.81
2018,7,27,31.48,24.05,27.15,85.62,2.63,1.76,1.09,172.62
2018,7,28,30.7,24.49,27.03,86.12,3.47,1.91,0.77,174.88
2018,7,29,29.18,24.07,26.37,88.19,8.74,2.15,0.62,191.69
2018,7,30,28.16,23.92,25.49,91.75,12.08,1.98,0.98,228.38
2018,7,31,32.11,23.55,27.03,82.62,10.1,1.28,0.16,274.75
2018,8,1,32.96,23.96,27.32,78.56,3.47,1.12,0.41,214.06
2018,8,2,28.69,23.4,25.29,87.19,1.17,1.95,1.12,194.62
2018,8,3,30.68,23.28,26.4,84.38,0.01,1.74,0.7,173.12
2018,8,4,29.8,23.5,26.2,89.5,5,1.73,1.09,162.69
2018,8,5,29.95,23.46,26.21,89.19,3.61,1.97,0.95,184.19
2018,8,6,29.28,23.61,26.06,89.56,4.09,1.79,0.95,183.19
2018,8,7,29.19,23.79,25.98,89.31,4.04,2.33,1,193.75
2018,8,8,28.41,23.54,25.68,87,0.58,1.6,0.66,198.81
2018,8,9,28.39,23.55,25.62,89.62,0.06,2.02,0.98,194.25
2018,8,10,28.84,23.68,25.86,89.88,0.16,1.87,0.99,196.5
2018,8,11,29.35,23.98,26.09,88.31,0.09,2.34,1.02,196.69
2018,8,12,30.39,23.55,26.37,86.38,0.01,2.34,1.18,189.94
2018,8,13,29.45,23.83,26.14,88.5,0.01,2.15,1.05,190
2018,8,14,30.17,23.96,26.55,88.62,0.14,2.35,1.12,174.62
2018,8,15,30.03,23.99,26.48,89.88,1.86,1.67,1.02,158.56
2018,8,16,32.02,23.77,27.56,83,1.5,1.51,0.63,189.69
2018,8,17,29.42,24.31,26.46,88.06,1.06,2.01,0.54,196.69
2018,8,18,29.38,24.51,26.28,90.44,4.32,2.29,1.07,167.75
2018,8,19,29.74,24.27,26.38,91.06,6.72,2.34,1.09,164.56
2018,8,20,30.56,23.75,26.75,86.75,1.21,1.52,1.05,156.56
2018,8,21,29.91,24.41,26.74,88.12,1.31,1.58,1.02,188.75
2018,8,22,29.83,24.2,26.4,89.5,7.52,2.27,1.17,204.56
2018,8,23,29.83,24.24,26.23,85.62,3.43,2.7,1.18,216
2018,8,24,30.01,23.87,26.4,86.56,2.08,1.82,1.05,197.88
2018,8,25,29.74,23.57,26.13,86.19,1.97,1.86,1.11,203.56
2018,8,26,30.85,23.88,26.58,83.88,2.31,2.05,1.12,181.44
2018,8,27,29.62,23.73,26.08,90.06,11.79,2.03,0.95,162.56
2018,8,28,29.99,24.11,26.53,87.62,9.66,1.47,1.09,184.56
2018,8,29,30.83,24.01,26.46,87.19,20.96,1.52,1.07,192.94
2018,8,30,33.25,23.79,27.3,79.62,2.76,1.53,0.63,200.44
2018,8,31,30.66,23.62,26.55,86.06,2.86,1.74,0.85,172.25
2018,9,1,32.48,24.26,27.24,81.31,2.57,1.16,0.16,186.06
2018,9,2,34,24.46,27.59,79.81,16.76,1.06,0.53,122.19
2018,9,3,29.25,23.37,26.02,87.44,4.46,1.76,0.96,197.56
2018,9,4,28.26,23.64,25.38,87.25,10.97,1.85,1.12,232.75
2018,9,5,29.51,23,26.17,83.12,12.39,1.62,0.78,212.31
2018,9,6,31.38,22.76,26.53,85.94,18.92,1.31,0.16,163.88
2018,9,7,29.49,23.85,26.06,86.62,3.67,1.81,0.9,231.56
2018,9,8,29.98,23.15,25.92,86.69,6.06,1.91,1.18,228.94
2018,9,9,28.64,23.16,25.59,89.75,5.57,1.63,1.01,207.25
2018,9,10,29.75,23.76,26.11,87.12,6.23,1.67,1.05,192.25
2018,9,11,29.11,23.69,26,85.06,6.13,1.54,0.12,169.5
2018,9,12,30.36,22.86,26.02,86.94,10.7,1.97,1.13,180.06
2018,9,13,31.08,23.67,26.86,81.5,5.8,2.15,0.52,199
2018,9,14,30.26,23.62,26.59,83.62,2.1,1.84,1.01,217
2018,9,15,29.33,23.8,26.33,86.5,2.53,1.58,0.4,197.19
2018,9,16,29.48,23.37,25.83,88.12,6.43,2.6,0.38,175.44
2018,9,17,30.79,22.9,26,86.56,3.85,2.23,1.14,175.12
2018,9,18,31.32,23.97,27.05,80.81,5.23,1.32,0.27,186.75
2018,9,19,31.45,23.26,26.56,85.31,8.19,1.36,0.8,132.19
2018,9,20,33.41,23.76,27.51,83.12,10.54,1.17,0.09,91.06
2018,9,21,30.23,23.69,26.16,89.38,20.68,1.37,0.32,120.25
2018,9,22,32.15,23.66,27.34,83.06,2.02,1.15,0.66,161.44
2018,9,23,32.32,24.02,27.49,80.06,0.15,1.81,0.09,177.12
2018,9,24,31.42,22.99,26.69,83.06,1.99,2.08,0.45,146.44
2018,9,25,32.31,22.8,27.13,81.38,2.7,1.55,0.88,123.31
2018,9,26,30.87,23.71,26.64,86.94,13.25,1.76,0.86,129.56
2018,9,27,32.34,24.24,27.44,81.88,7.52,1.94,0.05,165.94
2018,9,28,32.38,23.84,27.41,82.81,0.29,1.86,1.01,134.19
2018,9,29,32.56,22.98,27.1,79.94,0.16,1.93,0.56,122.75
2018,9,30,32.49,23.35,27.27,83.06,2.92,1.69,0.88,116.12
2018,10,1,32.24,23.83,27.26,84.5,6.69,2.22,1.21,114.62
2018,10,2,32.83,23.03,27.65,78.56,3.9,1.47,0.48,135.94
2018,10,3,40.38,23.38,29.82,77.31,3.41,1.24,0.13,146.94
2018,10,4,32.42,23.72,27.39,83.75,1.36,2.11,0.99,139.06
2018,10,5,31.64,23.99,27.17,83.75,0.96,2.21,0.8,123.56
2018,10,6,31.25,23.88,26.69,85.94,1.13,1.95,1.11,92.81
2018,10,7,30.8,23.46,26.24,86.44,11.12,1.73,1.06,72.75
2018,10,8,31.83,23.05,26.93,84,27.24,1.37,0.97,64.5
2018,10,9,31.03,22.94,26.67,83.88,16.44,1.26,0.15,54.69
2018,10,10,31.23,23.01,26.66,84.31,23.12,1.16,0.78,40.56
2018,10,11,31.42,22.83,26.15,87.44,44.91,1.66,0.97,146.88
2018,10,12,31.9,23.01,26.92,80.19,11.77,1.51,0.66,224.19
2018,10,13,28.32,23.42,25.62,90.56,11.26,1.51,0.47,280.5
2018,10,14,29.63,23.41,26.02,86.31,4.84,1.83,0.85,242.44
2018,10,15,33.01,23.27,27.48,78.38,4.58,1.5,0.74,187.12
2018,10,16,31.96,22.4,27.23,78.88,3.43,1.41,0.42,142.19
2018,10,17,33.44,23.61,26.98,84.5,5.99,2.09,0.57,265.19
2018,10,18,31.11,23.12,26.88,82.94,6.73,1.3,0.47,269.19
2018,10,19,28.95,23.11,25.76,88.19,1.84,2.2,0.59,260.88
2018,10,20,31.2,23.62,27.2,78.81,0.33,1.56,0.73,236
2018,10,21,29.92,23.76,26.89,82.81,3.53,1.28,0.48,142.19
2018,10,22,32.11,22.98,27.17,81.81,9.1,1.34,0.59,100
2018,10,23,33.3,23.76,27.57,82.19,25.42,1.48,0.01,151.12
2018,10,24,30.92,23.36,26.69,83.25,4.15,1.7,0.85,282.38
2018,10,25,33.56,22.8,27.57,79.62,1.39,1.2,0.14,221.12
2018,10,26,35.44,24.44,28.29,78.31,1.28,1.13,0.02,149.06
2018,10,27,31.39,24.02,27.28,85.44,12.57,1.25,0.73,81.56
2018,10,28,32.25,23.38,27.13,83.88,3.36,1.48,0.94,50.56
2018,10,29,33.24,22.65,27.3,84.44,7.44,1.65,0.52,100.38
2018,10,30,31.33,24.23,27.05,88.56,13.74,1.79,1.05,37
2018,10,31,29.13,23.86,25.96,93.12,6.95,2.03,0.95,47.12
2018,11,1,29.58,22.68,25.66,89.69,9.2,2.26,1.12,43.12
2018,11,2,30.78,22.99,26.17,88.94,18.85,2.03,0.76,64.19
2018,11,3,31.32,23.33,26.82,84.88,7.84,1.37,0.71,65.31
2018,11,4,30.62,23.36,26.26,88.56,15.55,1.67,1.05,44.94
2018,11,5,29.8,23.15,25.93,89.62,11.73,1.58,1.07,38.88
2018,11,6,28.12,22.87,25.29,91.38,3.82,1.93,0.55,28.62
2018,11,7,31.44,22.26,26.32,86.06,6.93,1.48,0.12,176.94
2018,11,8,30.44,23.76,27.1,84.56,7.15,1.7,0.33,261.81
2018,11,9,33.76,23.71,27.76,83.88,7.54,1.19,0.5,135.25
2018,11,10,31.65,24.84,27.48,82.88,3.77,1.05,0.52,154.94
2018,11,11,30.75,24.07,26.87,86.62,2.64,1.3,0.6,65
2018,11,12,31.61,25.06,27.08,87.69,5.67,1.53,0.28,197.5
2018,11,13,30.33,24.29,26.77,85.06,12.57,1.38,0.25,206.31
2018,11,14,31.61,24.32,27.55,81.12,5.17,1.25,0.38,154.19
2018,11,15,31.29,24.2,26.55,90.19,10.79,1.98,0.48,142.06
2018,11,16,30.51,23.65,26.62,86.19,1.27,1.89,1.08,139.81
2018,11,17,30.32,23.43,26.54,87.38,1.12,1.39,0.6,140.94
2018,11,18,30.07,24.06,26.54,87.56,6.24,1.45,0.89,174.06
2018,11,19,30.89,24,26.94,81.75,7.5,1.36,0.95,206.62
2018,11,20,30.26,23.65,26.3,87,10.59,1.74,1.08,277.38
2018,11,21,30.1,23.39,26.17,89.5,22.04,1.96,0.41,285.5
2018,11,22,28.93,23.25,25.43,90.88,26.69,1.28,0.36,207.5
2018,11,23,32.18,22.38,26.26,85.31,16.1,1.15,0.31,144.62
2018,11,24,31.15,22.69,26.43,85.12,1.98,1.54,0.95,279.56
2018,11,25,28.1,23.71,25.76,92.38,3,1.36,0.71,271.88
2018,11,26,29.26,23.51,26.19,89,13.83,1.32,0.59,241.81
2018,11,27,32.07,23.08,27.24,83.69,1.2,1.19,0.32,205.75
2018,11,28,30.55,22.96,26.44,88.25,23.89,1.52,0.7,47.56
2018,11,29,29.57,23.99,26.15,91.12,19.99,1.62,1.26,39.81
2018,11,30,28.5,23.71,25.66,92.69,4.56,1.72,1,67.44
2018,12,1,28.9,23.62,25.71,92.06,7.4,1.66,1.09,22.94
2018,12,2,29.83,23.19,25.82,89.25,4.25,1.95,0.99,65.31
2018,12,3,28.7,23.38,25.73,92.5,3.41,1.51,0.96,20
2018,12,4,30.67,23.86,26.45,89.62,5.76,1.38,0.87,44.31
2018,12,5,29.98,23.53,26.1,91,6.37,1.7,1.09,44.06
2018,12,6,30.65,23.52,26.62,88.44,17.21,1.44,0.76,37.06
2018,12,7,31.14,23.22,26.57,85.5,11.47,1.44,0.58,139.06
2018,12,8,31.97,22.89,27,83.69,3.52,1.22,0.58,56.38
2018,12,9,31.73,23.31,26.98,86.12,4.63,1.29,0.59,45.12
2018,12,10,31.28,23.6,26.91,85.81,5.66,1.53,0.76,42.12
2018,12,11,30.6,23.95,26.37,91.81,6.01,1,0.64,126.69
2018,12,12,31.54,24.12,26.62,88.5,11.89,1.36,0.29,41.12
2018,12,13,27.73,23.23,25.3,92.69,14.84,1.59,0.76,108.31
2018,12,14,28.02,23.14,25.03,94.12,19.45,1.83,0.79,139.38
2018,12,15,31.48,22.74,26.19,87.56,11.55,1.23,0.05,211.81
2018,12,16,30.95,23.56,26.23,87.81,40.89,1.5,0.55,239.81
2018,12,17,34.51,23.38,27.51,85.44,9.51,1.27,0.3,65.25
2018,12,18,30.53,23.63,26.58,88.19,5.13,1.3,0.88,66.19
2018,12,19,30.69,23.99,26.89,87.88,5.37,1.29,0.16,71.06
2018,12,20,30.94,23.48,26.55,81.12,1.21,1.42,0.38,276.44
2018,12,21,30.5,23.12,26.32,86.88,4.6,1.53,0.71,83.81
2018,12,22,30.66,23.07,26.23,87.19,3.53,1.77,0.71,65.38
2018,12,23,31.3,21.95,26.32,84.56,3.25,1.25,0.66,157.94
2018,12,24,31.46,23.52,26.82,85.19,2.44,1.38,0.93,293.94
2018,12,25,29.47,23.92,26.15,90.69,3.28,2.12,1.02,283.25
2018,12,26,28.75,23.76,25.71,91.88,10.35,2.52,1.19,275.31
2018,12,27,27.7,23.73,25.26,92.56,5.85,1.74,1,284.75
2018,12,28,29.73,22.96,26.09,88.19,0.74,1.83,0.95,284.75
2018,12,29,29.4,24.17,26.28,86.69,1.21,1.87,0.3,294.25
2018,12,30,30.79,23.1,26.57,87.19,0.15,1.39,0.66,279.19
2018,12,31,30.53,23.82,26.67,89.44,6.47,1.72,0.45,247.56
2019,1,1,31.19,23.23,26.39,87.62,16.4,1.77,0.75,337.56
2019,1,2,30.46,23.05,26.25,87.62,9.32,2.05,1.04,300.31
2019,1,3,29.51,24.35,26.29,88.75,0.1,3.3,1.66,275.25
2019,1,4,30.05,23.6,26.19,88.69,0.09,2.7,1.27,273.75
2019,1,5,32.48,22.37,26.95,81.94,0.12,1.62,0.21,146.44
2019,1,6,31.24,23.79,26.72,88.25,6.17,1.99,1.2,48.88
2019,1,7,30.62,23.21,26.27,88.69,0.72,2.76,1.26,50.5
2019,1,8,28.8,23.83,25.8,91.69,4.69,2.43,1.09,55.19
2019,1,9,29.18,23.52,25.78,91.62,0.74,2.62,1.27,45.25
2019,1,10,29.58,23.52,26.01,88.81,0.4,2.25,1.23,47.19
2019,1,11,30.29,22.38,25.66,87.94,1.14,2.81,1.33,44.25
2019,1,12,31.46,21.33,25.92,85,0.18,2.21,1.36,41.06
2019,1,13,30.38,22.5,25.98,87.38,3.27,2.01,1.03,34.62
2019,1,14,29.31,23.29,25.72,90.06,9.96,2.1,1.11,22.06
2019,1,15,31.64,22.51,26.46,82.06,1.81,1.96,0.93,99.5
2019,1,16,31.18,22.47,26.37,85.38,1.61,1.59,0.71,243.19
2019,1,17,29.98,23.17,25.98,89.88,31.76,1.96,0.95,99.19
2019,1,18,29.79,22.94,25.55,88,4.26,3.25,1.31,39.38
2019,1,19,30.89,21.99,25.77,85.5,0.07,2.55,1.33,34.81
2019,1,20,31.17,22.35,26.15,85.44,1.01,2.29,1.3,31.94
2019,1,21,31.22,22.4,26.07,87.19,20.15,2.07,0.59,25.12
2019,1,22,30.65,22.77,25.77,86.75,1.92,1.98,1.05,29.94
2019,1,23,30.71,22.63,25.79,85.94,0.15,2.8,1.28,37.88
2019,1,24,29.94,22.16,25.26,87,2.73,2.55,1.52,47.38
2019,1,25,29.86,21.71,25.21,85.12,0.1,2.31,1.34,40.62
2019,1,26,28.43,21.37,24.54,86.06,1.1,2.16,1.21,40.38
2019,1,27,28.11,22.26,25.04,90.31,0.93,2.12,0.77,32.56
2019,1,28,28.79,23.06,25.3,90.44,1.87,1.91,1.23,37.12
2019,1,29,29.26,22.71,25.35,91,5.58,2.48,1.27,33.38
2019,1,30,29.08,22.96,25.21,89.25,1.37,2.62,1.21,37.38
2019,1,31,29.82,23,25.69,87.69,0.73,2.1,1.13,51.25
2019,2,1,31.36,22.46,26.19,85.38,0.07,2.52,1.4,43.25
2019,2,2,31.94,22.69,26.52,85.38,0.34,2.34,1.28,50.5
2019,2,3,31.6,23.1,26.64,86.5,6.83,2.26,1.2,49.5
2019,2,4,31.55,23.51,26.6,86.81,5.31,2.43,1.18,44
2019,2,5,31.79,22.12,26.35,84.69,0.92,2.01,0.63,38.31
2019,2,6,31.71,21.84,25.98,82.06,0,2.09,1.08,40.5
2019,2,7,32.11,20.82,25.94,82.25,0.11,2.09,0.62,44.5
2019,2,8,32.74,21.36,26.42,80.62,0.58,1.62,0.46,74.31
2019,2,9,32.26,22.51,26.48,84.31,3.65,1.42,0.12,41.25
2019,2,10,31.37,22.69,26.23,86.94,17.11,1.98,1.06,41.88
2019,2,11,30.27,20.85,24.55,83.06,0.56,2.95,1.44,40.06
2019,2,12,31.89,20.28,25.52,83.06,0,1.68,1.3,43.62
2019,2,13,31.15,22.71,26.12,87.69,3.96,2.51,1.34,40.81
2019,2,14,31.28,23.01,26.15,85,0.85,2.95,1.52,52
2019,2,15,30.99,21.73,25.44,81.75,0.01,2.69,1.28,48.06
2019,2,16,31.12,20.65,25.58,81.88,0,2.33,0.54,43.62
2019,2,17,31.52,22.01,26.4,84.62,5.66,1.53,0.15,108.19
2019,2,18,32.76,23.85,27.53,82.62,13.37,1.16,0.31,175.75
2019,2,19,31.42,23.05,26.51,87.44,4.15,1.39,1.09,74.56
2019,2,20,32.19,23.13,26.91,85.19,7.93,1.81,0.87,63.44
2019,2,21,32,22.35,26.4,84.81,0.47,2.29,1.2,45.5
2019,2,22,32.88,21.89,26.75,82.88,0,1.58,0.85,50.5
2019,2,23,31.73,21.76,26.08,80.44,0,2.14,0.65,46.19
2019,2,24,32.59,21.33,26.12,80.88,0.44,1.92,0.77,41.75
2019,2,25,32.37,21.55,26.11,82.62,0.73,2.05,1.15,57.56
2019,2,26,32.1,22.33,26.37,84.44,0.11,2.57,1.51,54.69
2019,2,27,31.91,22.73,26.57,82.56,0.02,2.7,1.52,51.12
2019,2,28,31.81,22.44,26.43,84.69,2.71,2.57,1.3,48.56
2019,3,1,31.92,22.52,26.24,83.12,1.55,2.65,1.36,46.38
2019,3,2,32.21,21.39,25.98,81.75,1.26,2.24,0.95,40.12
2019,3,3,32.97,20.49,26.35,79.44,0.04,1.73,0.43,102.88
2019,3,4,32.65,21.15,26.4,81.31,0.06,2.07,0.53,44.44
2019,3,5,32.19,21.6,26.65,82.56,0.05,1.3,0.38,154
2019,3,6,31.11,23.47,26.52,84.94,0.12,1.87,0.88,64.19
2019,3,7,31.78,23.69,27.36,81.69,0.12,1.09,0.52,97.94
2019,3,8,32.65,23.94,27.23,85.44,3.39,1.29,0.43,74.38
2019,3,9,33.22,23.31,27.69,81.06,3.94,1.44,0.56,80.25
2019,3,10,32.25,23.37,27.05,84.81,5.12,1.63,0.64,84.94
2019,3,11,29.63,24.26,26.32,85.31,14.93,1.39,0.46,220.12
2019,3,12,32.07,23.04,27.19,80.94,0.67,1.59,0.27,280.81
2019,3,13,32.69,23.83,27.64,81.06,0.27,1.36,0.06,138.88
2019,3,14,32.63,22.74,26.68,80.38,0.07,1.8,1.25,56.69
2019,3,15,31.2,21.58,25.77,80.5,0,2.16,1.11,46.62
2019,3,16,32.9,20.65,26.21,78.5,0,1.91,1.12,40.5
2019,3,17,32.59,21.58,26.14,76.88,0,2.34,1.23,44.25
2019,3,18,33.3,21.4,26.8,76.62,0.3,2.1,1.02,51.69
2019,3,19,33.84,21.62,27.23,77.62,0.01,1.96,0.67,59.44
2019,3,20,32.34,23.72,27.21,82.88,6.86,1.84,0.76,144.56
2019,3,21,31.21,22.54,26.44,86.31,17.02,1.71,0.25,180.12
2019,3,22,31.23,23.92,27.13,85.31,3.88,1.2,0.31,278.56
2019,3,23,33.79,23.2,28.08,79.94,0.02,1.34,0.18,254.88
2019,3,24,33.68,23.76,28.26,79.75,0.12,1.3,0.23,127.38
2019,3,25,31.98,24.13,27.61,83.94,1.37,1.21,0.26,74.12
2019,3,26,32.01,24.29,27.21,86,20.57,1.8,1.13,54.31
2019,3,27,33.84,23.24,27.65,80.75,2.58,2.21,0.34,62.5
2019,3,28,30.88,24.17,27.24,86.44,4.92,1.09,0.43,102
2019,3,29,32.82,24.67,28.02,80.44,1.68,1.63,0.45,201.31
2019,3,30,31.8,24.23,27.26,81.38,12.14,1.84,1.02,263.81
2019,3,31,31.13,23.3,26.81,86.38,8.19,1.77,0.94,252.44
2019,4,1,27.84,24.52,26.03,88.56,7.31,1.66,0.77,279.25
2019,4,2,37.61,23.03,28.82,79.19,16.99,1.32,0.18,215.81
2019,4,3,35.51,24.14,28.63,80.38,11.29,1.28,0.11,167.88
2019,4,4,35.26,23.05,28.33,78.75,15.87,1.33,0.36,85.81
2019,4,5,33.75,22.8,27.51,80.31,3.25,1.9,0.49,129.94
2019,4,6,32.82,22.26,26.77,81.38,4.94,1.6,1.01,46.81
2019,4,7,34.19,22.21,27.87,76,0.07,1.61,0.02,85.38
2019,4,8,33.81,23.09,28.18,80.06,0.03,1.6,0.02,91.44
2019,4,9,31.24,24.68,26.94,85.75,2.01,1.5,0.23,98.25
2019,4,10,32.99,23.77,27.9,82.44,1.14,1.23,0.29,157.5
2019,4,11,33.65,24.95,27.99,80.88,1.18,1.63,0.32,228.31
2019,4,12,32.76,24.42,27.8,80.56,0.71,1.6,0.98,218.06
2019,4,13,33.11,24.86,28.4,79,2.12,1.48,0.63,167.5
2019,4,14,33.88,25.4,28.54,81.81,8.38,1.28,0.48,138.12
2019,4,15,34.44,24.74,29.02,79.69,3.49,1.12,0.16,148.81
2019,4,16,34.12,24.68,29.02,80.38,5.31,1.16,0.36,119.56
2019,4,17,34.69,24.15,29.09,77.5,0.37,1.29,0.34,111.69
2019,4,18,34.37,24.15,29.08,76.25,2.03,1.19,0.14,138
2019,4,19,34.43,23.4,28.8,78.25,2.14,1.39,0.53,201.88
2019,4,20,34.26,25.65,28.88,83.06,9.19,0.98,0.4,142
2019,4,21,32.76,24.97,28.23,83.06,0.83,1.25,0.64,158.5
2019,4,22,35.04,24.25,28.54,79.94,10.62,1.49,0.73,89.5
2019,4,23,33.8,24.23,28.45,80.88,13.06,1.41,0.16,59.88
2019,4,24,33.85,24.83,28.49,79.38,5.61,1.34,0.71,75.69
2019,4,25,34.15,24.28,28.52,81.94,4.76,1.18,0.23,46.38
2019,4,26,31.34,25.3,27.66,85.81,34.34,1.43,0.18,163.94
2019,4,27,30.24,24.46,26.79,87.12,4.03,1.77,1,168.62
2019,4,28,34.01,24.87,28.8,75.5,0.73,1.42,0.31,179.19
2019,4,29,33.03,24.73,28.46,80.56,2.3,1.34,0.55,131.5
2019,4,30,32.54,24.69,28.19,85,4.44,1.64,0.55,207.25
2019,5,1,33.56,24.3,28.41,79,2.3,1.91,0.85,282
2019,5,2,33.8,25.09,28.93,80.12,2.39,1.25,0.59,269.94
2019,5,3,34.48,25.31,29.65,76.06,3.06,1.24,0.19,214.19
2019,5,4,34.44,25.78,29.52,76.5,5.27,0.94,0.09,163.38
2019,5,5,31.69,24.52,27.36,84,2.88,2.72,0.98,281.88
2019,5,6,32.55,24.44,27.65,82.94,0.69,2.18,1.13,267.12
2019,5,7,33.48,23.56,27.87,81.5,0.44,2.05,0.82,274.62
2019,5,8,32.48,24.35,27.59,85.69,2.1,2.09,1.08,268.19
2019,5,9,31.05,24.85,27.4,87.06,1.39,1.89,0.93,265.44
2019,5,10,32.16,24.6,27.68,83.19,0.06,1.91,0.99,270.19
2019,5,11,31.76,24.98,27.8,84.06,0.27,1.44,0.58,256.38
2019,5,12,32.72,25.05,28.14,81.75,0.83,1.44,0.58,256.56
2019,5,13,33.32,25.42,28.81,78.12,1.8,1.35,0.12,238.06
2019,5,14,31.78,25.22,27.95,84.25,2.09,1.36,0.74,184.75
2019,5,15,33.01,24.98,28.23,82.31,6.39,1.49,0.55,170.5
2019,5,16,31.65,24.93,27.67,80.88,2.22,1.51,0.95,229.81
2019,5,17,31.54,24.08,27.16,85.25,4.4,1.63,1.04,253.88
2019,5,18,32.65,24.46,27.73,80.44,1.69,1.7,1.11,219.88
2019,5,19,32.05,24.97,27.79,81.38,1.3,1.91,0.84,213.56
2019,5,20,31.59,25.05,27.61,83.62,12.5,1.27,0.73,184.75
2019,5,21,31.4,24.46,27.49,83.38,9.14,1.42,0.85,195.5
2019,5,22,31.15,24.4,27.29,85.69,15.2,1.61,0.9,177.62
2019,5,23,31.21,24.39,27.28,84.75,5.64,1.65,0.88,167.81
2019,5,24,31.11,24.48,27.29,86,8.05,1.57,0.76,134.06
2019,5,25,32.36,24.52,27.7,83.88,3.73,1.78,1.11,173.62
2019,5,26,31.85,24.47,27.47,85.5,0.25,1.48,1.12,165.06
2019,5,27,31.32,25.19,27.56,86.81,0.23,1.55,0.95,141.5
2019,5,28,32.87,24.65,27.98,83.62,0.34,2.2,1.12,127.19
2019,5,29,32.83,24.87,27.93,84.31,11.28,1.22,0.77,120.88
2019,5,30,33.08,24.84,28.02,84.31,10.7,1.14,0.85,113.5
2019,5,31,32.7,23.5,27.68,83,10.05,1.45,0.98,99.94
2019,6,1,36.55,24.23,29.09,78.62,48,1.34,0.55,144.31
2019,6,2,33.31,25.38,28.71,78,17.49,1.3,0.29,173.06
2019,6,3,34.87,23.89,28.58,82.56,5.41,1.17,0.17,202.5
2019,6,4,33.35,25,28.64,79.44,6.89,1.25,0.08,100.38
2019,6,5,32.95,24.69,27.75,86.19,11.26,1.14,0.8,155.12
2019,6,6,29.83,24.49,26.52,90.06,18.06,1.55,0.86,194.38
